File #,File name,# of Tubes,# walls per CNT,# of Atoms,# of Bonds,Bond Ratio,CNT height,Initial Dia (Ang.),Initial Dia (nm),Cross-sectional area (nm^2),Strain at Break,1/2 Stress (GPa),1/2 Strain,Strength (GPa),Elastic Modulus (GPa)
264,264-6-3-6,6,2,2160,3204,1.4833333333333334,24.3381266399999,7,1,8.9742735742446,0.19800000813170104,46.67276765522332,0.09800000813170112,64.46321386740888,583.1845651006252
265,265-4-7,1,2,440,646,1.4681818181818183,24.6068692379999,7,1,1.4957122623741002,0.26800000813170105,49.732711759701075,0.13299998780244848,67.12796187402817,607.2138582379508
266,266-4-7,1,2,440,652,1.481818181818182,24.6068692379999,7,1,1.4957122623741002,0.19299998780244856,55.716915565197326,0.09600001626340218,76.74159496820224,580.2724293356537
267,267-2-4-7,2,2,880,1306,1.4840909090909091,24.6068692379999,7,1,2.9914245247482003,0.21800000813170103,58.821498102844394,0.10800000813170105,88.67157652681264,748.1521146405868
268,268-2-4-7,2,2,880,1292,1.4681818181818183,24.6068692379999,7,1,2.9914245247482003,0.2480000081317011,46.63112156723133,0.12299998780244854,64.82646052166983,600.8359148800246
269,269-2-4-7,2,2,880,1312,1.490909090909091,24.6068692379999,7,1,2.9914245247482003,0.1990000040658506,61.80538591190085,0.09900000406585052,93.88779664649213,711.3383997924733
270,270-2-4-7,2,2,880,1304,1.481818181818182,24.6068692379999,7,1,2.9914245247482003,0.1990000040658506,54.59561936717757,0.09900000406585052,76.86139308545977,660.7555837769902
271,271-3-4-7,3,2,1320,1966,1.4893939393939395,24.6068692379999,7,1,4.4871367871223,0.20600001626340217,60.83286347447527,0.10199999186829901,95.00947845017767,742.7297379292487
272,272-3-4-7,3,2,1320,1952,1.4787878787878788,24.6068692379999,7,1,4.4871367871223,0.22900000406585064,55.01153269749414,0.11399998373659803,81.17080626589707,634.6058244352112
273,273-3-4-7,3,2,1320,1938,1.4681818181818183,24.6068692379999,7,1,4.4871367871223,0.25900000406585055,48.02089890269065,0.12900000406585058,65.67599665094849,593.8219692661676
274,274-3-4-7,3,2,1320,1972,1.493939393939394,24.6068692379999,7,1,4.4871367871223,0.2019999918682991,65.86698678333885,0.10000000000000007,100.46713216216416,757.5030795683439
275,275-3-4-7,3,2,1320,1964,1.4878787878787878,24.6068692379999,7,1,4.4871367871223,0.21000000000000008,62.30804542582246,0.10399998373659797,89.61504566246279,733.8737533688012
276,276-3-4-7,3,2,1320,1956,1.481818181818182,24.6068692379999,7,1,4.4871367871223,0.20700001219755157,57.41844794633333,0.10299998780244857,78.26849478747441,646.7547558676953
277,277-4-4-7,4,2,1760,2626,1.4920454545454545,24.6068692379999,7,1,5.982849049496401,0.22399998373659802,68.32129836578703,0.11099999593414954,102.49416840395581,742.5747120689246
278,278-4-4-7,4,2,1760,2612,1.4840909090909091,24.6068692379999,7,1,5.982849049496401,0.21800000813170103,59.10322601023305,0.10800000813170105,88.95723125556603,684.8480824117257
279,279-4-4-7,4,2,1760,2598,1.4761363636363636,24.6068692379999,7,1,5.982849049496401,0.22700001219755156,52.528705112298724,0.11299998780244848,76.11115883114515,651.1192164945548
280,280-4-4-7,4,2,1760,2584,1.4681818181818183,24.6068692379999,7,1,5.982849049496401,0.25800000813170115,48.397719384075415,0.12800000813170104,65.90603292227759,652.7142780778423
281,281-4-4-7,4,2,1760,2632,1.4954545454545454,24.6068692379999,7,1,5.982849049496401,0.20499997967074743,67.05538230607002,0.10199999186829901,102.61752419690792,781.598376986746
282,282-4-4-7,4,2,1760,2624,1.490909090909091,24.6068692379999,7,1,5.982849049496401,0.20700001219755157,64.46986258472023,0.10299998780244857,95.22471480966827,701.7390387518271
283,283-4-4-7,4,2,1760,2616,1.4863636363636363,24.6068692379999,7,1,5.982849049496401,0.2029999878024485,60.74058630642687,0.10099999593414961,86.7049458368151,642.3074879846116
284,284-4-4-7,4,2,1760,2608,1.481818181818182,24.6068692379999,7,1,5.982849049496401,0.20499997967074743,56.615435761353005,0.10199999186829901,77.34724936283503,633.9198185644588
285,285-5-4-7,5,2,2200,3286,1.4936363636363637,24.6068692379999,7,1,7.478561311870501,0.21700001219755163,68.3380072032676,0.10800000813170105,103.54677354488224,758.2778815618308
286,286-5-4-7,5,2,2200,3272,1.4872727272727273,24.6068692379999,7,1,7.478561311870501,0.21900000406585057,62.23232119737755,0.10900000406585059,94.10080820155956,716.5512793479353
287,287-5-4-7,5,2,2200,3258,1.480909090909091,24.6068692379999,7,1,7.478561311870501,0.22199999186829908,56.51818944745064,0.10999999999999999,83.67669569194022,679.5413622746712
288,288-5-4-7,5,2,2200,3244,1.4745454545454546,24.6068692379999,7,1,7.478561311870501,0.22099999593414954,50.570290204878326,0.10999999999999999,73.25573628576491,709.9674428690477
289,289-5-4-7,5,2,2200,3230,1.4681818181818183,24.6068692379999,7,1,7.478561311870501,0.2550000203292527,47.97777258622682,0.12700001219755164,64.93628507742395,605.342409327555
290,290-5-4-7,5,2,2200,3292,1.4963636363636363,24.6068692379999,7,1,7.478561311870501,0.21099999593414961,69.86184315991599,0.1049999796707475,106.19580369705693,734.3769310814287
291,291-5-4-7,5,2,2200,3284,1.4927272727272727,24.6068692379999,7,1,7.478561311870501,0.2090000040658505,65.80922351629926,0.10399998373659797,98.46600844122709,763.3037988687915
292,292-5-4-7,5,2,2200,3276,1.489090909090909,24.6068692379999,7,1,7.478561311870501,0.21000000000000008,63.20804294375352,0.10399998373659797,92.06029852825326,712.5779211833044
293,293-5-4-7,5,2,2200,3268,1.4854545454545454,24.6068692379999,7,1,7.478561311870501,0.1990000040658506,58.21559667519158,0.09900000406585052,83.23153100447699,683.7828560652719
294,294-5-4-7,5,2,2200,3260,1.481818181818182,24.6068692379999,7,1,7.478561311870501,0.20499997967074743,56.470674983971755,0.10199999186829901,77.36953860474203,640.7941678201125
295,295-6-4-7,6,2,2640,3946,1.4946969696969696,24.6068692379999,7,1,8.9742735742446,0.2160000162634021,69.09294219284781,0.10700001219755165,105.55324727304584,754.4078061927759
296,296-6-4-7,6,2,2640,3932,1.4893939393939395,24.6068692379999,7,1,8.9742735742446,0.2149999796707475,63.638169600144536,0.10700001219755165,96.65149791761267,712.4493486890242
297,297-6-4-7,6,2,2640,3918,1.4840909090909091,24.6068692379999,7,1,8.9742735742446,0.22500002032925262,60.463265258406565,0.11199999186829908,89.14919673500954,714.7448975185201
298,298-6-4-7,6,2,2640,3904,1.4787878787878788,24.6068692379999,7,1,8.9742735742446,0.22199999186829908,54.78559818342004,0.10999999999999999,80.02982295494428,663.7290889746281
299,299-6-4-7,6,2,2640,3890,1.4734848484848484,24.6068692379999,7,1,8.9742735742446,0.22099999593414954,49.749143848909966,0.10999999999999999,71.06056203753332,608.1037955773423
300,300-6-4-7,6,2,2640,3876,1.4681818181818183,24.6068692379999,7,1,8.9742735742446,0.2570000121975516,48.875525040780765,0.12800000813170104,65.7567802643414,602.2609446687825
301,301-6-4-7,6,2,2640,3952,1.496969696969697,24.6068692379999,7,1,8.9742735742446,0.21000000000000008,70.08439057149778,0.10399998373659797,107.17529955377385,755.809435490652
302,302-6-4-7,6,2,2640,3944,1.493939393939394,24.6068692379999,7,1,8.9742735742446,0.20499997967074743,66.19227898769434,0.10199999186829901,100.12205681773042,740.7469205140178
303,303-6-4-7,6,2,2640,3936,1.490909090909091,24.6068692379999,7,1,8.9742735742446,0.2029999878024485,62.942327017362885,0.10099999593414961,94.43436535953026,714.8267559426972
304,304-6-4-7,6,2,2640,3928,1.4878787878787878,24.6068692379999,7,1,8.9742735742446,0.2090000040658505,61.810720934265895,0.10399998373659797,89.07845480142977,709.8395847229903
305,305-6-4-7,6,2,2640,3920,1.4848484848484849,24.6068692379999,7,1,8.9742735742446,0.20399998373659803,58.02088078419345,0.10099999593414961,82.29046534064555,706.3594342334329
306,306-6-4-7,6,1,2640,3912,1.481818181818182,24.6068692379999,7,1,8.9742735742446,0.21099999593414961,57.58024836834411,0.1049999796707475,77.78532123079354,673.4527981520521
307,307-2N2M2,2,1,160,240,1.5,24.1694275819999,2.71,0.271,0.665705054092004,0.23499997967074748,59.91383614895435,0.11700001219755157,89.65569104289854,628.7373989201318
308,308-2N3M3,2,1,240,360,1.5,24.498939729,4.07,0.40700000000000003,0.9729025501306284,0.25199999186829897,71.85206411413995,0.1250000203292527,104.82045159669738,668.5808981571939
309,309-2N4M4,2,1,320,480,1.5,24.8284518759999,5.42,0.542,1.335308824667113,0.24600001626340215,69.5892657499191,0.121999991868299,102.52303693862015,645.1470189191564
310,310-2N5M5,2,1,400,600,1.5,25.1579640219999,6.78,0.678,1.7582928595464427,0.25299998780244853,68.35400699181606,0.1260000162634021,99.45876191634311,641.5068658529912
311,311-3N2M2,3,1,240,360,1.5,24.1694275819999,2.71,0.271,0.998557581138006,0.22500002032925262,58.53702763997469,0.11199999186829908,88.66112130611627,593.1612059045312
312,312-3N3M3,3,1,360,540,1.5,24.498939729,4.07,0.40700000000000003,1.4593538251959426,0.24099999593414953,68.87880685787445,0.12000000000000005,102.60491203510745,702.7408740980223
313,313-3N4M4,3,1,480,720,1.5,24.8284518759999,5.42,0.542,2.0029632370006696,0.25000000000000006,69.73986685328516,0.12399998373659794,102.74017385662701,644.8775993361069
314,314-3N5M5,3,1,600,900,1.5,25.1579640219999,6.78,0.678,2.637439289319664,0.25399998373659805,68.19916540010604,0.1260000162634021,99.27313026880044,633.4093364358723
315,315-4N2M2,4,1,320,480,1.5,24.1694275819999,2.71,0.271,1.331410108184008,0.22600001626340216,58.331527653798105,0.11199999186829908,88.68870768010311,604.3556778507449
316,316-4N3M3,4,1,480,720,1.5,24.498939729,4.07,0.40700000000000003,1.9458051002612569,0.2450000203292526,69.58205258213566,0.121999991868299,102.57205043330657,644.951162961436
317,317-4N4M4,4,1,640,960,1.5,24.8284518759999,5.42,0.542,2.670617649334226,0.24299998780244847,68.98565348045393,0.1209999959341496,102.33483691618017,653.0268549031682
318,318-4N5M5,4,1,800,1200,1.5,25.1579640219999,6.78,0.678,3.5165857190928853,0.23700001219755162,65.02231519113049,0.11800000813170111,97.79916501315284,623.3689210912335
319,319-5N2M2,5,1,400,600,1.5,24.1694275819999,2.71,0.271,1.6642626352300098,0.2400000000000001,60.86188944818287,0.11900000406585051,90.26962396588489,592.8330469184241
320,320-5N3M3,5,1,600,900,1.5,24.498939729,4.07,0.40700000000000003,2.432256375326571,0.24600001626340215,69.70347828287917,0.121999991868299,103.06940011457772,676.0409628912141
321,321-5N4M4,5,1,800,1200,1.5,24.8284518759999,5.42,0.542,3.3382720616677823,0.23499997967074748,67.34664010110887,0.11700001219755157,101.50551957593639,655.0473370830741
322,322-5N5M5,5,1,1000,1500,1.5,25.1579640229999,6.78,0.678,4.395732148866107,0.24900000406585063,67.8486529481706,0.12399998373659794,99.43421395568885,653.2784858925104
323,323-6N2M2,6,1,480,720,1.5,24.1694275819999,2.71,0.271,1.997115162276012,0.23299998780244854,59.87308290525924,0.11600001626340217,89.70877966697535,598.376820425074
324,324-6N3M3,6,1,720,1080,1.5,24.498939729,4.07,0.40700000000000003,2.918707650391885,0.23299998780244854,66.90446733998259,0.11600001626340217,101.14113729204436,613.3270700046667
325,325-6N4M4,6,1,960,1440,1.5,24.8284518759999,5.42,0.542,4.005926474001339,0.2400000000000001,67.80796120050124,0.11900000406585051,101.89065355637409,671.0271471003357
326,326-6N5M5,6,1,1200,1800,1.5,25.1579640229999,6.78,0.678,5.274878578639328,0.25000000000000006,67.8269805690624,0.12399998373659794,99.55337276548279,635.1652377781397
327,327-7N2M2,7,1,560,840,1.5,24.1694275819999,2.71,0.271,2.329967689322014,0.22500002032925262,58.2133521963429,0.11199999186829908,88.82652216373617,586.7423618826456
328,328-7N3M3,7,1,840,1260,1.5,24.498939729,4.07,0.40700000000000003,3.4051589254571994,0.24199999186829907,68.61543052043044,0.12000000000000005,102.56307440304963,654.7861497341514
329,329-7N4M4,7,1,1120,1680,1.5,24.8284518759999,5.42,0.542,4.6735808863348955,0.2480000081317011,70.1091185303649,0.12299998780244854,103.14955874992297,667.8484053235226
330,330-7N5M5,7,1,1400,2100,1.5,25.1579640229999,6.78,0.678,6.15402500841255,0.24099999593414953,65.78328783785275,0.12000000000000005,98.21602493705835,628.0777105470959
331,331-8N2M2,8,1,640,960,1.5,24.1694275819999,2.71,0.271,2.662820216368016,0.23000000000000004,59.18626003029521,0.11399998373659803,89.2554902643958,601.6391167927902
332,332-8N3M3,8,1,960,1440,1.5,24.498939729,4.07,0.40700000000000003,3.8916102005225137,0.24900000406585063,70.38463188168616,0.12399998373659794,102.947277272753,668.4737560236068
333,333-8N4M4,8,1,1280,1920,1.5,24.8284518759999,5.42,0.542,5.341235298668452,0.2480000081317011,70.07397299839054,0.12299998780244854,103.56197780987458,674.7333147531984
334,334-8N5M5,8,1,1600,2400,1.5,25.1579640229999,6.78,0.678,7.033171438185771,0.25000000000000006,67.65118475320631,0.12399998373659794,99.4086741612474,649.0355219715628
335,335-9N2M2,9,1,720,1080,1.5,24.1694275819999,2.71,0.271,2.995672743414018,0.22500002032925262,58.75118813417833,0.11199999186829908,89.08999662088439,613.462273392815
336,336-9N3M3,9,1,1080,1620,1.5,24.498939729,4.07,0.40700000000000003,4.3780614755878275,0.24299998780244847,69.64028583846083,0.1209999959341496,102.91095543510922,682.0675683793645
337,337-9N4M4,9,1,1440,2160,1.5,24.8284518759999,5.42,0.542,6.008889711002008,0.243999983736598,68.96325429464001,0.1209999959341496,102.62414235762317,649.0072251226912
338,338-9N5M5,9,1,1800,2700,1.5,25.1579640229999,6.78,0.678,7.912317867958992,0.24499997967074755,66.7796464825902,0.121999991868299,98.91009518159494,661.4594890814585
339,339-10N2M2,10,1,800,1200,1.5,24.1694275819999,2.71,0.271,3.3285252704600197,0.22700001219755156,59.22429615861624,0.11299998780244848,89.21973295969697,569.4187502031867
340,340-10N3M3,10,1,1200,1800,1.5,24.498939729,4.07,0.40700000000000003,4.864512750653142,0.23299998780244854,67.30312490047373,0.11600001626340217,100.97995864142023,644.7950448753676
341,341-10N4M4,10,1,1600,2400,1.5,24.8284518759999,5.42,0.542,6.676544123335565,0.2450000203292526,69.22797777130023,0.121999991868299,102.81507077300738,652.3157267945126
342,342-10N5M5,10,1,2000,3000,1.5,25.1579640229999,6.78,0.678,8.791464297732213,0.2480000081317011,67.16825721531121,0.12299998780244854,99.03566759842411,634.9554060013205
343,343-12N2M2,12,1,960,1440,1.5,24.1694275819999,2.71,0.271,3.994230324552024,0.22700001219755156,58.56947519735918,0.11299998780244848,88.74270700768035,602.5916655928124
344,344-12N3M3,12,1,1440,2160,1.5,24.498939729,4.07,0.40700000000000003,5.83741530078377,0.2450000203292526,69.6269007147546,0.121999991868299,102.65965322078472,637.6272999078285
345,345-12N4M4,12,1,1920,2880,1.5,24.8284518759999,5.42,0.542,8.011852948002678,0.24299998780244847,68.91311717960569,0.1209999959341496,102.2132115467722,645.3529849803284
346,346-12N5M5,12,1,2400,3600,1.5,25.1579640219999,6.78,0.678,10.549757157278655,0.24299998780244847,66.29390255610056,0.1209999959341496,98.52633325281994,613.2655280538015
347,347-N2M2,1,1,80,120,1.5,24.1694275819999,2.71,0.271,0.332852527046002,0.23700001219755162,62.93076222489871,0.11800000813170111,92.31789197920921,585.3850170047365
348,348-N3M3,1,1,120,180,1.5,24.498939729,4.07,0.40700000000000003,0.4864512750653142,0.24199999186829907,67.1943841229627,0.12000000000000005,101.13146946111137,720.5915740111384
349,349-N4M4,1,1,160,240,1.5,24.8284518759999,5.42,0.542,0.6676544123335565,0.24900000406585063,69.89990904306192,0.12399998373659794,102.75180277384513,689.2753473080264
350,350-N5M5,1,1,200,300,1.5,25.1579640229999,6.78,0.678,0.8791464297732213,0.24299998780244847,66.3241042862409,0.1209999959341496,98.84705532547349,665.8479268636685
351,351-2N6M6,2,1,480,720,1.5,24.257720096,8.14,0.8140000000000001,2.239383792146569,0.25399998373659805,64.75475977203972,0.1260000162634021,94.56588095791419,569.6431152614773
352,352-2N7M7,2,1,560,840,1.5,24.5872322429999,9.49,0.9490000000000001,2.7744048750345454,0.25199999186829897,60.57559038574375,0.1249999796707475,89.04886064567712,567.4474544869639
353,353-2N8M8,2,1,640,960,1.5,24.9167443889999,10.85,1.085,3.371282346475376,0.2570000121975516,58.42344141714744,0.12800000813170104,84.66131618005898,516.2144919906643
354,354-2N9M9,2,1,720,1080,1.5,25.246256536,12.2,1.22,4.0212385965949355,0.25099999593414957,53.96072833574553,0.1250000203292527,79.07609710433118,493.01877986821745
355,355-2N10M10,2,1,800,1200,1.5,24.3460126099999,13.56,1.356,4.733902606876474,0.25099999593414957,50.41466939198998,0.1249999796707475,74.2922522542061,524.2942240319413
356,356-3N6M6,3,1,720,1080,1.5,24.257720096,8.14,0.8140000000000001,3.3590756882198534,0.2480000081317011,63.56813750410602,0.12299998780244854,93.72536374599375,635.5148384305778
357,357-3N7M7,3,1,840,1260,1.5,24.5872322429999,9.49,0.9490000000000001,4.161607312551818,0.25299998780244853,61.37547955410567,0.1260000162634021,88.97335461983245,562.651063925879
358,358-3N8M8,3,1,960,1440,1.5,24.9167443889999,10.85,1.085,5.056923519713064,0.25099999593414957,57.37039475511725,0.1249999796707475,83.93178007171322,509.75645039768307
359,359-3N9M9,3,1,1080,1620,1.5,25.246256536,12.2,1.22,6.031857894892403,0.24900000406585063,53.59717351688812,0.12399998373659794,78.74895837924905,521.0650288856838
360,360-3N10M10,3,1,1200,1800,1.5,24.3460126089999,13.56,1.356,7.1008539103147115,0.24900000406585063,50.484867912943685,0.12399998373659794,74.13741633705796,470.7467056065026
361,361-4N6M6,4,1,960,1440,1.5,24.257720096,8.14,0.8140000000000001,4.478767584293138,0.25399998373659805,64.53934276798603,0.1260000162634021,94.22440279584954,588.7764486671309
362,362-4N7M7,4,1,1120,1680,1.5,24.5872322429999,9.49,0.9490000000000001,5.548809750069091,0.24900000406585063,59.837008349057804,0.12399998373659794,88.1073684352087,579.0697516805186
363,363-4N8M8,4,1,1280,1920,1.5,24.9167443889999,10.85,1.085,6.742564692950752,0.24700001219755155,56.830580118226536,0.12299998780244854,83.67029449323044,522.6741792666455
364,364-4N9M9,4,1,1440,2160,1.5,25.246256536,12.2,1.22,8.042477193189871,0.25299998780244853,54.32519125833046,0.1260000162634021,79.38595077264985,503.7762226669995
365,365-4N10M10,4,1,1600,2400,1.5,24.3460126089999,13.56,1.356,9.467805213752948,0.25499997967074745,51.626338997676314,0.12700001219755164,75.00866724779924,474.7689527358433
366,366-5N6M6,5,1,1200,1800,1.5,24.257720096,8.14,0.8140000000000001,5.598459480366422,0.25199999186829897,64.12638089652998,0.1250000203292527,94.00784834894435,584.4909540728613
367,367-5N7M7,5,1,1400,2100,1.5,24.5872322429999,9.49,0.9490000000000001,6.936012187586363,0.2400000000000001,58.432861599467294,0.11900000406585051,87.70798214413571,557.9152747212833
368,368-5N8M8,5,1,1600,2400,1.5,24.9167443889999,10.85,1.085,8.42820586618844,0.24900000406585063,57.022084324319785,0.12399998373659794,83.80461215227632,533.1112106646015
369,369-5N9M9,5,1,1800,2700,1.5,25.246256536,12.2,1.22,10.053096491487338,0.25299998780244853,54.19819141790074,0.1260000162634021,79.18136561255854,516.4659388709711
370,370-5N10M10,5,1,2000,3000,1.5,24.3460126089999,13.56,1.356,11.834756517191185,0.2450000203292526,49.61885031739686,0.121999991868299,73.64273463346078,481.815403383786
371,371-6N6M6,6,1,1440,2160,1.5,24.257720096,8.14,0.8140000000000001,6.718151376439707,0.25199999186829897,64.49466305615569,0.1250000203292527,94.19765411922799,568.9897968354188
372,372-6N7M7,6,1,1680,2520,1.5,24.5872322429999,9.49,0.9490000000000001,8.323214625103637,0.2450000203292526,59.30297218064822,0.121999991868299,88.03740896282866,557.8634212171456
373,373-6N8M8,6,1,1920,2880,1.5,24.9167443889999,10.85,1.085,10.113847039426128,0.24900000406585063,56.9861598858266,0.12399998373659794,83.77631500471668,526.3057397268695
374,374-6N9M9,6,1,2160,3240,1.5,25.246256536,12.2,1.22,12.063715789784807,0.2480000081317011,53.25797682992843,0.12299998780244854,78.86455418933086,516.8347780183285
375,375-6N10M10,6,1,2400,3600,1.5,24.3460126089999,13.56,1.356,14.201707820629423,0.25099999593414957,51.01628726722564,0.1249999796707475,74.8065534395647,476.0042134274295
376,376-7N6M6,7,1,1680,2520,1.5,24.257720096,8.14,0.8140000000000001,7.837843272512991,0.25000000000000006,64.13117898432762,0.12399998373659794,94.29713334989098,601.2678776672668
377,377-7N7M7,7,1,1960,2940,1.5,24.5872322429999,9.49,0.9490000000000001,9.710417062620909,0.2450000203292526,59.65857636065992,0.121999991868299,88.48806435085355,562.5118487442029
378,378-7N8M8,7,1,2240,3360,1.5,24.9167443889999,10.85,1.085,11.799488212663816,0.2480000081317011,56.509930341609255,0.12299998780244854,83.32829494099751,530.6628546530129
379,379-7N9M9,7,1,2520,3780,1.5,25.246256536,12.2,1.22,14.074335088082275,0.24600001626340215,52.94627560921011,0.121999991868299,78.35947010844959,500.888674251593
380,380-7N10M10,7,1,2800,4200,1.5,24.3460126089999,13.56,1.356,16.568659124067658,0.24199999186829907,49.25885054106611,0.12000000000000005,73.62931627579754,474.9488546398228
381,381-8N6M6,8,1,1920,2880,1.5,24.257720096,8.14,0.8140000000000001,8.957535168586276,0.24299998780244847,62.737772443197116,0.1209999959341496,93.2276381680708,611.5371515730092
382,382-8N7M7,8,1,2240,3360,1.5,24.5872322429999,9.49,0.9490000000000001,11.097619500138181,0.24199999186829907,59.01518288680526,0.12000000000000005,88.24102908897932,546.5182164012992
383,383-8N8M8,8,1,2560,3840,1.5,24.9167443889999,10.85,1.085,13.485129385901503,0.24199999186829907,55.556823962961744,0.12000000000000005,82.90384787051076,538.7516077485905
384,384-8N9M9,8,1,2880,4320,1.5,25.246256536,12.2,1.22,16.084954386379742,0.24600001626340215,52.98116999738867,0.121999991868299,78.56777858490382,499.19438142712147
385,385-8N10M10,8,1,3200,4800,1.5,24.3460126099999,13.56,1.356,18.935610427505896,0.25199999186829897,51.097631467605325,0.1249999796707475,74.71684777592175,464.4754915113155
386,386-9N6M6,9,1,2160,3240,1.5,24.257720096,8.14,0.8140000000000001,10.07722706465956,0.243999983736598,62.85733647371789,0.1209999959341496,93.34659053714347,599.8044634518507
387,387-9N7M7,9,1,2520,3780,1.5,24.5872322429999,9.49,0.9490000000000001,12.484821937655454,0.2480000081317011,60.24957903927625,0.12299998780244854,88.72313962708604,540.6324898035517
388,388-9N8M8,9,1,2880,4320,1.5,24.9167443889999,10.85,1.085,15.170770559139191,0.25199999186829897,57.30017930104251,0.1249999796707475,83.95102462580189,517.7797877221238
389,389-9N9M9,9,1,3240,4860,1.5,25.246256536,12.2,1.22,18.09557368467721,0.25199999186829897,54.0058920240909,0.1250000203292527,79.09003659236862,496.44234410741035
390,390-9N10M10,9,1,3600,5400,1.5,24.3460126089999,13.56,1.356,21.302561730944134,0.25000000000000006,50.678068092747765,0.12399998373659794,74.65620559559305,473.23775823927866
391,391-10N6M6,10,1,2400,3600,1.5,24.257720096,8.14,0.8140000000000001,11.196918960732845,0.24900000406585063,63.71324551765791,0.12399998373659794,93.73750548276426,608.8470629643011
392,392-10N7M7,10,1,2800,4200,1.5,24.5872322429999,9.49,0.9490000000000001,13.872024375172726,0.25000000000000006,60.246374774830095,0.12399998373659794,88.73272226471275,591.8778979781131
393,393-10N8M8,10,1,3200,4800,1.5,24.9167443889999,10.85,1.085,16.85641173237688,0.24499997967074755,56.27316106139183,0.121999991868299,83.32573008311053,516.5572382215704
394,394-10N9M9,10,1,3600,5400,1.5,25.246256536,12.2,1.22,20.106192982974676,0.25299998780244853,54.20465497750686,0.1260000162634021,79.09933358545607,501.3987594594191
395,395-10N10M10,10,1,4000,6000,1.5,24.3460126099999,13.56,1.356,23.66951303438237,0.24700001219755155,50.52256622920343,0.12299998780244854,74.28294319183424,466.0238265671549
396,396-12N6M6,12,1,2880,4320,1.5,24.257720096,8.14,0.8140000000000001,13.436302752879413,0.24299998780244847,62.74105068049979,0.1209999959341496,93.08015719867801,612.1361058778243
397,397-12N7M7,12,1,3360,5040,1.5,24.5872322429999,9.49,0.9490000000000001,16.646429250207273,0.24600001626340215,59.66879020535946,0.121999991868299,88.32409390529637,545.2177941739506
398,398-12N8M8,12,1,3840,5760,1.5,24.9167443889999,10.85,1.085,20.227694078852256,0.23900000406585056,55.021823276726046,0.11900000406585051,82.53998963271475,534.5923293741579
399,399-12N9M9,12,1,4320,6480,1.5,25.246256536,12.2,1.22,24.127431579569613,0.243999983736598,52.63037678446092,0.1209999959341496,78.43926226473936,501.23103367339536
400,400-12N10M10,12,1,4800,7200,1.5,24.3460126089999,13.56,1.356,28.403415641258846,0.25000000000000006,50.66639939106698,0.12399998373659794,74.64107321701734,482.08174449178927
401,401-N6M6,1,1,240,360,1.5,24.257720096,8.14,0.8140000000000001,1.1196918960732845,0.243999983736598,62.31863301258732,0.1209999959341496,92.90793049798127,604.0979535153779
402,402-N7M7,1,1,280,420,1.5,24.5872322429999,9.49,0.9490000000000001,1.3872024375172727,0.2570000121975516,63.18254844565115,0.12800000813170104,90.94746527330338,573.4083631589118
403,403-N8M8,1,1,320,480,1.5,24.9167443889999,10.85,1.085,1.685641173237688,0.25800000813170115,57.989474986343566,0.12800000813170104,84.32218357716032,570.8602277380669
404,404-N9M9,1,1,360,540,1.5,25.246256536,12.2,1.22,2.0106192982974678,0.24199999186829907,51.49013874866802,0.12000000000000005,77.71523838846586,521.0404332840669
405,405-N10M10,1,1,400,600,1.5,24.3460126099999,13.56,1.356,2.366951303438237,0.2560000162634021,51.644001642632425,0.12700001219755164,75.14008615922462,479.7335637951845
406,406-2-2-5-8,2,3,1200,1800,1.5,24.9844769489999,8,1.3,4.433415552745917,0.19700001219755164,57.4204323694342,0.09800000813170112,89.6826217307627,634.3783826884405
407,407-2-3-6-9,2,3,1440,2160,1.5,24.7921915879999,9,1.4,4.976911081816949,0.2029999878024485,66.23553599255482,0.10099999593414961,102.98197219604872,746.5900960953562
408,408-2-4-7-10,2,3,1680,2520,1.5,24.4826517959999,10,1.6,6.158149919566712,0.21099999593414961,65.32113381062993,0.1049999796707475,100.28988070191232,720.5709151411053
409,409-2-5-8,2,3,600,900,1.5,24.9844769489999,8,1.3,4.433415552745917,0.2029999878024485,29.182671413755838,0.10099999593414961,45.07395433063903,343.8122125481793
410,410-2-5-8-11,2,3,1920,2880,1.5,24.7501185379999,11,1.7000000000000002,6.795893228245442,0.21099999593414961,69.2373453981614,0.1049999796707475,107.02189689657484,748.0840521470958
411,411-2-6-9-12,2,3,2160,3240,1.5,24.916609931,12,1.8000000000000003,7.465052463460068,0.22199999186829908,74.7023286991574,0.10999999999999999,113.9812683938255,760.1061973411112
412,412-2-8-11-14,2,3,2640,3960,1.5,24.6316666409999,14,2.1,9.661025728319332,0.2309999959341496,75.27064930541623,0.11500002032925262,113.24949024246393,790.4165677715043
413,413-2-9-12-15,2,3,2880,4320,1.5,24.916340632,15,2.2,10.45584866967755,0.2309999959341496,76.22111824665717,0.11500002032925262,115.19157968791369,752.1959948959277
414,414-2-10-13-16,2,3,3120,4680,1.5,24.572197576,16,2.3,11.282087537571662,0.231999991868299,77.15521981986433,0.11500002032925262,116.86960243511554,760.8539957433818
415,415-2-11-14-17,2,3,3360,5040,1.5,24.3998451759999,17,1.7000000000000002,6.795893228245442,0.23900000406585056,74.15481343924036,0.11900000406585051,110.48867242510332,714.4183963373729
416,416-2-12-15-18,2,3,3600,5400,1.5,24.721021129,18,2.6,13.9492997004694,0.243999983736598,75.37983191444494,0.1209999959341496,111.67874150181136,708.629507151668
